Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2020.03,Local government institutions,321,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2020.03,Local government institutions,321,Financial liabilities Closing balance debt securities,LE00000,AFL0300,9033
2020.03,Local government institutions,321,Financial liabilities Closing balance loans,LE00000,AFL0400,9592
2020.03,Local government institutions,321,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2020.03,Local government institutions,321,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2020.03,Local government institutions,321,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,3141
2020.03,Local government institutions,321,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,3366
2020.03,Local government institutions,321,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,66293
2020.03,Local government institutions,321,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,37518
2020.03,Local government institutions,321,Closing balance net worth,LE00000,B900000,100362
2020.03,Local government institutions,321,Closing balance total liabilities and net worth,LE00000,L000000,125494
2020.03,Non-profit institutions serving households,400,Closing balance total assets,LE00000,A000000,41214
2020.03,Non-profit institutions serving households,400,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,12840
2020.03,Non-profit institutions serving households,400,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2020.03,Non-profit institutions serving households,400,Financial assets Closing balance currency and deposits,LE00000,AFA0200,7132
2020.03,Non-profit institutions serving households,400,Financial assets Closing balance debt securities,LE00000,AFA0300,286
2020.03,Non-profit institutions serving households,400,Financial assets Closing balance loans,LE00000,AFA0400,1728
2020.03,Non-profit institutions serving households,400,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,3350
2020.03,Non-profit institutions serving households,400,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,2
2020.03,Non-profit institutions serving households,400,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,3
2020.03,Non-profit institutions serving households,400,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,339
2020.03,Non-profit institutions serving households,400,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,2736
2020.03,Non-profit institutions serving households,400,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2020.03,Non-profit institutions serving households,400,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2020.03,Non-profit institutions serving households,400,Financial liabilities Closing balance debt securities,LE00000,AFL0300,266
2020.03,Non-profit institutions serving households,400,Financial liabilities Closing balance loans,LE00000,AFL0400,1379
2020.03,Non-profit institutions serving households,400,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2020.03,Non-profit institutions serving households,400,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2020.03,Non-profit institutions serving households,400,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,0
2020.03,Non-profit institutions serving households,400,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,1091
2020.03,Non-profit institutions serving households,400,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,10996
2020.03,Non-profit institutions serving households,400,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,17379
2020.03,Non-profit institutions serving households,400,Closing balance net worth,LE00000,B900000,38478
2020.03,Non-profit institutions serving households,400,Closing balance total liabilities and net worth,LE00000,L000000,41214
2020.03,Households,511,Closing balance total assets,LE00000,A000000,2046138
2020.03,Households,511,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,1140063
2020.03,Households,511,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2020.03,Households,511,Financial assets Closing balance currency and deposits,LE00000,AFA0200,196071
2020.03,Households,511,Financial assets Closing balance debt securities,LE00000,AFA0300,3293
2020.03,Households,511,Financial assets Closing balance loans,LE00000,AFA0400,290
2020.03,Households,511,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,828199
2020.03,Households,511,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,112210
2020.03,Households,511,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,0
2020.03,Households,511,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2020.03,Households,511,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,239400
2020.03,Households,511,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2020.03,Households,511,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2020.03,Households,511,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2020.03,Households,511,Financial liabilities Closing balance loans,LE00000,AFL0400,239400
2020.03,Households,511,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2020.03,Households,511,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2020.03,Households,511,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,0
2020.03,Households,511,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2020.03,Households,511,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,323327
2020.03,Households,511,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,582748
2020.03,Households,511,Closing balance net worth,LE00000,B900000,1806738
2020.03,Households,511,Closing balance total liabilities and net worth,LE00000,L000000,2046138
2020.03,Rest of the world,611,Closing balance total assets,LE00000,A000000,490307
2020.03,Rest of the world,611,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,490307
2020.03,Rest of the world,611,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1942
2020.03,Rest of the world,611,Financial assets Closing balance currency and deposits,LE00000,AFA0200,40033
2020.03,Rest of the world,611,Financial assets Closing balance debt securities,LE00000,AFA0300,193813
2020.03,Rest of the world,611,Financial assets Closing balance loans,LE00000,AFA0400,55884
2020.03,Rest of the world,611,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,148470
2020.03,Rest of the world,611,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,C
2020.03,Rest of the world,611,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,34728
2020.03,Rest of the world,611,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2020.03,Rest of the world,611,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,310526
2020.03,Rest of the world,611,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1963
2020.03,Rest of the world,611,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,47704
2020.03,Rest of the world,611,Financial liabilities Closing balance debt securities,LE00000,AFL0300,72666
2020.03,Rest of the world,611,Financial liabilities Closing balance loans,LE00000,AFL0400,24121
2020.03,Rest of the world,611,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,116183
2020.03,Rest of the world,611,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,2139
2020.03,Rest of the world,611,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,30267
2020.03,Rest of the world,611,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,15483
2020.03,Rest of the world,611,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,0
2020.03,Rest of the world,611,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,0
2020.03,Rest of the world,611,Closing balance net worth,LE00000,B900000,179781
2020.03,Rest of the world,611,Closing balance total liabilities and net worth,LE00000,L000000,490307
2020.03,Total economy (excl rest of the world),800,Closing balance total assets,LE00000,A000000,5530303
2020.03,Total economy (excl rest of the world),800,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,3242279
2020.03,Total economy (excl rest of the world),800,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1963
2020.03,Total economy (excl rest of the world),800,Financial assets Closing balance currency and deposits,LE00000,AFA0200,423084
2020.03,Total economy (excl rest of the world),800,Financial assets Closing balance debt securities,LE00000,AFA0300,290787
2020.03,Total economy (excl rest of the world),800,Financial assets Closing balance loans,LE00000,AFA0400,743640
2020.03,Total economy (excl rest of the world),800,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1443777
2020.03,Total economy (excl rest of the world),800,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,C
2020.03,Total economy (excl rest of the world),800,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,48498
2020.03,Total economy (excl rest of the world),800,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,C
2020.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,3422060
2020.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1942
2020.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,415412
2020.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance debt securities,LE00000,AFL0300,411934
2020.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance loans,LE00000,AFL0400,775404
2020.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,1476063
2020.03,Total economy (excl rest of the world),800,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,127118
2020.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,52959
2020.03,Total economy (excl rest of the world),800,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,161228
2020.03,Total economy (excl rest of the world),800,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,1043603
2020.03,Total economy (excl rest of the world),800,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,1244421
2020.03,Total economy (excl rest of the world),800,Closing balance net worth,LE00000,B900000,2108243
2020.03,Total economy (excl rest of the world),800,Closing balance total liabilities and net worth,LE00000,L000000,5530303
2020.03,Total all sectors,900,Closing balance total assets,LE00000,A000000,6020609
2020.03,Total all sectors,900,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,3732586
2020.03,Total all sectors,900,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,3905
2020.03,Total all sectors,900,Financial assets Closing balance currency and deposits,LE00000,AFA0200,463116
2020.03,Total all sectors,900,Financial assets Closing balance debt securities,LE00000,AFA0300,484600
2020.03,Total all sectors,900,Financial assets Closing balance loans,LE00000,AFA0400,799524
2020.03,Total all sectors,900,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,1592246
2020.03,Total all sectors,900,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,129257
2020.03,Total all sectors,900,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,83226
2020.03,Total all sectors,900,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,176711
2020.03,Total all sectors,900,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,3732586
2020.03,Total all sectors,900,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,3905
2020.03,Total all sectors,900,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,463116
2020.03,Total all sectors,900,Financial liabilities Closing balance debt securities,LE00000,AFL0300,484600
2020.03,Total all sectors,900,Financial liabilities Closing balance loans,LE00000,AFL0400,799524
2020.03,Total all sectors,900,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,1592246
2020.03,Total all sectors,900,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,129257
2020.03,Total all sectors,900,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,83226
2020.03,Total all sectors,900,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,176711
2020.03,Total all sectors,900,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,1043603
2020.03,Total all sectors,900,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,1244421
2020.03,Total all sectors,900,Closing balance net worth,LE00000,B900000,2288024
2020.03,Total all sectors,900,Closing balance total liabilities and net worth,LE00000,L000000,6020609
2021.03,Non-corporate business enterprises,121,Closing balance total assets,LE00000,A000000,706786
2021.03,Non-corporate business enterprises,121,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,181477
2021.03,Non-corporate business enterprises,121,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Non-corporate business enterprises,121,Financial assets Closing balance currency and deposits,LE00000,AFA0200,26910
2021.03,Non-corporate business enterprises,121,Financial assets Closing balance debt securities,LE00000,AFA0300,2213
2021.03,Non-corporate business enterprises,121,Financial assets Closing balance loans,LE00000,AFA0400,57645
2021.03,Non-corporate business enterprises,121,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,89116
2021.03,Non-corporate business enterprises,121,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,1383
2021.03,Non-corporate business enterprises,121,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,91
2021.03,Non-corporate business enterprises,121,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,4117
2021.03,Non-corporate business enterprises,121,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,706786
2021.03,Non-corporate business enterprises,121,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Non-corporate business enterprises,121,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2021.03,Non-corporate business enterprises,121,Financial liabilities Closing balance debt securities,LE00000,AFL0300,4258
2021.03,Non-corporate business enterprises,121,Financial liabilities Closing balance loans,LE00000,AFL0400,115469
2021.03,Non-corporate business enterprises,121,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,583611
2021.03,Non-corporate business enterprises,121,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2021.03,Non-corporate business enterprises,121,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,5
2021.03,Non-corporate business enterprises,121,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,3443
2021.03,Non-corporate business enterprises,121,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,180127
2021.03,Non-corporate business enterprises,121,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,345183
2021.03,Non-corporate business enterprises,121,Closing balance net worth,LE00000,B900000,0
2021.03,Non-corporate business enterprises,121,Closing balance total liabilities and net worth,LE00000,L000000,706786
2021.03,Corporate business enterprises,141,Closing balance total assets,LE00000,A000000,991443
2021.03,Corporate business enterprises,141,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,352427
2021.03,Corporate business enterprises,141,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Corporate business enterprises,141,Financial assets Closing balance currency and deposits,LE00000,AFA0200,56640
2021.03,Corporate business enterprises,141,Financial assets Closing balance debt securities,LE00000,AFA0300,12064
2021.03,Corporate business enterprises,141,Financial assets Closing balance loans,LE00000,AFA0400,57275
2021.03,Corporate business enterprises,141,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,97876
2021.03,Corporate business enterprises,141,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,4179
2021.03,Corporate business enterprises,141,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,4740
2021.03,Corporate business enterprises,141,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,119652
2021.03,Corporate business enterprises,141,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,1033775
2021.03,Corporate business enterprises,141,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Corporate business enterprises,141,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2021.03,Corporate business enterprises,141,Financial liabilities Closing balance debt securities,LE00000,AFL0300,43277
2021.03,Corporate business enterprises,141,Financial liabilities Closing balance loans,LE00000,AFL0400,260032
2021.03,Corporate business enterprises,141,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,615385
2021.03,Corporate business enterprises,141,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2021.03,Corporate business enterprises,141,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,4874
2021.03,Corporate business enterprises,141,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,110207
2021.03,Corporate business enterprises,141,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,373932
2021.03,Corporate business enterprises,141,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,265084
2021.03,Corporate business enterprises,141,Closing balance net worth,LE00000,B900000,-42332
2021.03,Corporate business enterprises,141,Closing balance total liabilities and net worth,LE00000,L000000,991443
2021.03,Central bank,211,Closing balance total assets,LE00000,A000000,82907
2021.03,Central bank,211,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,82798
2021.03,Central bank,211,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Central bank,211,Financial assets Closing balance currency and deposits,LE00000,AFA0200,3992
2021.03,Central bank,211,Financial assets Closing balance debt securities,LE00000,AFA0300,70488
2021.03,Central bank,211,Financial assets Closing balance loans,LE00000,AFA0400,4444
2021.03,Central bank,211,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,262
2021.03,Central bank,211,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,0
2021.03,Central bank,211,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,3552
2021.03,Central bank,211,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,60
2021.03,Central bank,211,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,82907
2021.03,Central bank,211,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Central bank,211,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,76459
2021.03,Central bank,211,Financial liabilities Closing balance debt securities,LE00000,AFL0300,280
2021.03,Central bank,211,Financial liabilities Closing balance loans,LE00000,AFL0400,2015
2021.03,Central bank,211,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,2977
2021.03,Central bank,211,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2021.03,Central bank,211,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,425
2021.03,Central bank,211,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,751
2021.03,Central bank,211,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,80
2021.03,Central bank,211,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,29
2021.03,Central bank,211,Closing balance net worth,LE00000,B900000,0
2021.03,Central bank,211,Closing balance total liabilities and net worth,LE00000,L000000,82907
2021.03,Registered banks,221,Closing balance total assets,LE00000,A000000,631211
2021.03,Registered banks,221,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,624039
2021.03,Registered banks,221,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Registered banks,221,Financial assets Closing balance currency and deposits,LE00000,AFA0200,36312
2021.03,Registered banks,221,Financial assets Closing balance debt securities,LE00000,AFA0300,57000
2021.03,Registered banks,221,Financial assets Closing balance loans,LE00000,AFA0400,501596
2021.03,Registered banks,221,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,24
2021.03,Registered banks,221,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
2021.03,Registered banks,221,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,25831
2021.03,Registered banks,221,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,3276
2021.03,Registered banks,221,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,657296
2021.03,Registered banks,221,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Registered banks,221,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,402233
2021.03,Registered banks,221,Financial liabilities Closing balance debt securities,LE00000,AFL0300,124384
2021.03,Registered banks,221,Financial liabilities Closing balance loans,LE00000,AFL0400,34520
2021.03,Registered banks,221,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,69366
2021.03,Registered banks,221,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2021.03,Registered banks,221,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,21417
2021.03,Registered banks,221,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,5377
2021.03,Registered banks,221,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,2407
2021.03,Registered banks,221,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,4765
2021.03,Registered banks,221,Closing balance net worth,LE00000,B900000,-26085
2021.03,Registered banks,221,Closing balance total liabilities and net worth,LE00000,L000000,631211
2021.03,Other depository institutions,222,Closing balance total assets,LE00000,A000000,3088
2021.03,Other depository institutions,222,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,2952
2021.03,Other depository institutions,222,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Other depository institutions,222,Financial assets Closing balance currency and deposits,LE00000,AFA0200,11
2021.03,Other depository institutions,222,Financial assets Closing balance debt securities,LE00000,AFA0300,2
2021.03,Other depository institutions,222,Financial assets Closing balance loans,LE00000,AFA0400,2939
2021.03,Other depository institutions,222,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,..
2021.03,Other depository institutions,222,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
2021.03,Other depository institutions,222,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,..
2021.03,Other depository institutions,222,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,..
2021.03,Other depository institutions,222,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,3088
2021.03,Other depository institutions,222,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Other depository institutions,222,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,2635
2021.03,Other depository institutions,222,Financial liabilities Closing balance debt securities,LE00000,AFL0300,..
2021.03,Other depository institutions,222,Financial liabilities Closing balance loans,LE00000,AFL0400,..
2021.03,Other depository institutions,222,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,454
2021.03,Other depository institutions,222,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2021.03,Other depository institutions,222,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,..
2021.03,Other depository institutions,222,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,..
2021.03,Other depository institutions,222,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,110
2021.03,Other depository institutions,222,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,27
2021.03,Other depository institutions,222,Closing balance net worth,LE00000,B900000,0
2021.03,Other depository institutions,222,Closing balance total liabilities and net worth,LE00000,L000000,3088
2021.03,Investment funds,231,Closing balance total assets,LE00000,A000000,150307
2021.03,Investment funds,231,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,150174
2021.03,Investment funds,231,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Investment funds,231,Financial assets Closing balance currency and deposits,LE00000,AFA0200,25494
2021.03,Investment funds,231,Financial assets Closing balance debt securities,LE00000,AFA0300,46252
2021.03,Investment funds,231,Financial assets Closing balance loans,LE00000,AFA0400,63
2021.03,Investment funds,231,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,77685
2021.03,Investment funds,231,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,0
2021.03,Investment funds,231,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,161
2021.03,Investment funds,231,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,519
2021.03,Investment funds,231,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,150307
2021.03,Investment funds,231,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Investment funds,231,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2021.03,Investment funds,231,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2021.03,Investment funds,231,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2021.03,Investment funds,231,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,149258
2021.03,Investment funds,231,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2021.03,Investment funds,231,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,789
2021.03,Investment funds,231,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,260
2021.03,Investment funds,231,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,133
2021.03,Investment funds,231,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,0
2021.03,Investment funds,231,Closing balance net worth,LE00000,B900000,0
2021.03,Investment funds,231,Closing balance total liabilities and net worth,LE00000,L000000,150307
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance total assets,LE00000,A000000,123684
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,122668
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance currency and deposits,LE00000,AFA0200,2451
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance debt securities,LE00000,AFA0300,77047
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance loans,LE00000,AFA0400,35668
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,305
2021.03,Other financial intermediaries excluding insurance and pension funds,241,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,C
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,C
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,6163
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,123729
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance debt securities,LE00000,AFL0300,88369
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance loans,LE00000,AFL0400,15701
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,18961
2021.03,Other financial intermediaries excluding insurance and pension funds,241,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,348
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,349
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,822
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,195
2021.03,Other financial intermediaries excluding insurance and pension funds,241,Closing balance net worth,LE00000,B900000,-45
